rating,text,title,date,city
5,Beautiful device. . Dnt felt any type of heating issue during gaming High performance device Loved it,Fabulous!,Jan 2024,Bengaluru
5,Good,Brilliant,Jan 2024,Bokajan
5,Sanu,Classy product,Jan 2024,Jhargram
1,Every time hanging problem,Useless product,Jan 2024,Alwar
5,Perfect!!!!,Highly recommended,Jan 2024,Patna
5,,Highly recommended,Jan 2024,Bhubaneswar
5,best camera battery will be atleast 4000 mah ...overall best phone,Awesome,Jan 2024,Jammu
5,Good product,Super!,Jan 2024,Gandhidham
5,Love iPhone 15,Brilliant,Jan 2024,Bengaluru
5,Nice phone,Excellent,Jan 2024,Gurugram
5,Thakur,Terrific,Jan 2024,Kullu
5,Camera good quality and all facility good,Very Good,Jan 2024,Gurugram
5,Best compact mobile. Mahendra A,Brilliant,Jan 2024,Bareja
5,"Perfect product best updated dynamic Island I got in the republic sale at a very tough price , its the best in that price.",Simply awesome,Jan 2024,Jaipur
5,Romeo,Brilliant,Jan 2024,Ammapettai Erode District
4,"Fantastic product, loved it.",Value-for-money,Jan 2024,Anantapur
5,This is one of the best phone in i phone series... Most important battery backup is amazing just like an Android phone... Camera is excellent for content creators its a game changer.,Great product,Jan 2024,Khordha District
5,I am extremely happy with my purchase. Thank you Flipkart.,Mind-blowing purchase,Jan 2024,Kangra District
5,I phone,Worth every penny,Jan 2024,Chakan
5,Just wow,Terrific,Jan 2024,Puruliya
5,Good one s k bhatta,Wonderful,Jan 2024,Koraput
4,Great product but over all grab this phone at great prices,Delightful,Jan 2024,Haridwar
5,It is awesome very good experience paisa vasool you can buy no heating problem i faced its very good product,Great product,Jan 2024,Surat
5,Just buy it apple is best,Terrific purchase,Jan 2024,Firozepur Division
5,Overall good experience first time with flipkart from buying till delivery. Battery 4.5 and colour wise 4.5 rest all 5 out 5.,Terrific purchase,Jan 2024,Bhubaneswar
5,Best budget iPhobe abhishek patil,Great product,Jan 2024,Bangalore Division
5,Product is good and working properly.,Great product,Jan 2024,New Delhi
5,Awesome,Must buy!,Jan 2024,Ri Bhoi
5,Very nice,Classy product,Jan 2024,Meerut
5,Premium look and best iphone,Highly recommended,Jan 2024,Mahendragarh District
5,"Light weight ,good battery backup MUAMED ASHRAF THEKKEDATH",Must buy!,Jan 2024,Malappuram
5,Just love it,Brilliant,Jan 2024,Barnala
5,Beautiful product varun sambyal,Fabulous!,Jan 2024,Jammu
5,Unbelievable beast superb black beauty,Terrific,Jan 2024,Burhanpur
5,Very nice and powerful,Highly recommended,Jan 2024,Katihar
5,Awesome product,Perfect product!,Jan 2024,Mumbai
5,Vicky,Super!,Jan 2024,Patna
4,Awesome diksha sharma,Delightful,Jan 2024,Shimla
5,Product is very good CA,Brilliant,Jan 2024,Sivakasi
5,Nice product,Best in the market!,Jan 2024,Amritsar
3,Janaki Raman M,Battery getting draining faster like anything,Jan 2024,Chennai
5,Very good quality,Highly recommended,Jan 2024,Murshidabad District
4,Nice product,Wonderful,Jan 2024,New Delhi
5,"iPhone design is top and weightless except battery drain fast and mild heating issue ,phone is mind blowing madhan kumar",Super!,Jan 2024,Bengaluru
5,,Wonderful,Jan 2024,Bilaspur
5,Best mobile nice look,Super!,Jan 2024,Chhatarpur
5,Must bug colour,Terrific purchase,Jan 2024,Ujjain
5,55 from every single point.,Wonderful,Jan 2024,Mohali
5,Best phone go for it pushpendra kurmi,Mind-blowing purchase,Jan 2024,Hatta
5,Good one Satisfied with this one,Awesome,Jan 2024,Guntur
4,Like it,Nice product,Jan 2024,Mysuru
5,Worth Varma worthuuuu,Super!,Jan 2024,Thotapalem
5,Amazing,Must buy!,Jan 2024,Bhandara
4,Apple is always lit with their gadgets.,Wonderful,Jan 2024,Greater Noida
5,Great camera and performances.,Delightful,Jan 2024,Kalahandi District
5,Really super,Classy product,Jan 2024,Indri
5,Abir,Worth every penny,Jan 2024,North Twenty Four Parganas District
5,Superb phone K R MEENA,Excellent,Jan 2024,New Delhi
4,"Colour options are not so good and vibrant. Dull colours. I would have returned this product it I could. Other than that, as usual, iPhone is a great product. Sachin M",Good quality product,Jan 2024,Mysuru
5,Gypupi,Classy product,Jan 2024,Visakhapatnam District
5,Nice camera.,Perfect product!,Jan 2024,Damoh District
5,Definitely good product. Mainly satisfied with Dynamic Island and C Type,Mind-blowing purchase,Jan 2024,Bengaluru
5,LOVE IPHONE mukesh,Great product,Jan 2024,New Delhi
5,Hai Flipkart Card Service is well purchased i15 mobile Using All Speciality Good All Ready Using i J7phone This Model Very Good Im In Tamilnadu Vellore Dist Thank you....,Best in the market!,Jan 2024,Vellore
5,I phone 15 sound quality is a very good,Fabulous!,Jan 2024,Jaipur
5,As good as an iPhone should be.,Just wow!,Jan 2024,Aligarh
4,Nice phone better then I phone 13,Delightful,Jan 2024,Rudrapur
5,Splendid performance and look,Wonderful,Jan 2024,Jhajjar District
5,Awesome phone,Great product,Jan 2024,Bhilwara
4,Very nice,Good choice,Jan 2024,Palghar
5,Nice look,Nice product,Jan 2024,Chekonidhara
4,Overall Good JAFRUDDIN KHAN,Pretty good,Jan 2024,Khurja
5,Very good ravindra yadav,Brilliant,Jan 2024,Ayodhya
4,Very nice and fantastic phn even its suits me,Delightful,Jan 2024,New Delhi
3,,awesome,Jan 2024,Jhargram
5,Amit,Good choice,Jan 2024,Malda Division
5,Good overall,Highly recommended,Jan 2024,Bengaluru
5,Good product.i like it,Worth every penny,Jan 2024,Hyderabad
4,My first ios experience is good i like this product,Value-for-money,Jan 2024,Patna
5,Apple of the,Terrific,Jan 2024,Agra
5,Good quality...loved it and thanx for Flipkart saling vishal,Brilliant,Jan 2024,Satara District
5,All are good,Classy product,Jan 2024,Vizianagaram
5,,Highly recommended,Jan 2024,Patiala
5,as expected pankaj shrivastava,Classy product,Jan 2024,Noida
5,Happyyyyy Amaljith PG,Must buy!,Jan 2024,Oachira
5,Only 1 word I say great Kartik ........,Brilliant,Jan 2024,Jaipur
5,Camera and video quality has improved. Overall good product,Brilliant,Jan 2024,Mumbai
5,Phone performance was outstanding handle any task normally camera is of top notch level personally satisfied but the heating issue is very high while charging while gaming and during heavy task,Worth every penny,Jan 2024,Kota
5,Very nice phone,Terrific,Jan 2024,New Delhi
5,Okay Chandu K,Super!,Jan 2024,Vijayawada
5,"Apple company always produce fantastic products, this iPhone is also one of my favorite one.",Must buy!,Jan 2024,Hyderabad
5,Awesome thanks,Terrific purchase,Jan 2024,Jaitaran
5,"Hitherto I have been using 6s plus, brought from los Angeles CA on 9th , Wednesday. And now with this iPhone 15, I find it impossible to compare. Great and amazing changes brought in to this cute handset really thrilled me a lot. Thanks, Flipkart for your decent quick delivery.",Best in the market!,Dec 2015,Thrissur
5,Tooo goood,Super!,Jan 2024,Vadodara
5,Dinesh kumar,Super!,Jan 2024,Rajgarh Churu District
5,pawan kushwaha,Simply awesome,Jan 2024,Kushinagar District
5,Outstanding as always expected from apple,Fabulous!,Jan 2024,Sonipat District
5,Writing this review after 1 day usage. Battery backup is good and no over heating problem. Delivery services to be improved. Customer support addressed my queries very quickly.,Excellent,Jan 2024,Prakasam District
5,Best in class phone,Super!,Jan 2024,Joya
5,I loved this and thank you Flipkart for 1 day delivery and My Smart Phone Was Stolen in Delhi,Excellent,Jan 2024,Kapurthala District
5,Stunning debashis roy,Fabulous!,Jan 2024,South Twenty Four Parganas District
5,Best product,Classy product,Jan 2024,Gandhidham
1,The phone heats up a lot while charging.,Waste of money!,Jan 2024,Bangalore
4,Rajesh,Nice product,Jan 2024,New Delhi
5,Nice packing. Battery life is good. Camera is awesome. Need to learn few techniques.,Just wow!,Jan 2024,Bengaluru
5,Amazing product,Brilliant,Jan 2024,Pune
5,Value of money,Classy product,Jan 2024,New Delhi
5,Excellent,Just wow!,Jan 2024,Ghaziabad
5,Very good mobile,Excellent,Jan 2024,Nawanshahr
5,"Very good mobile, go for it",Terrific purchase,Jan 2024,Nawanshahr
4,"Awesome product, initially facing the heat issue while charging the phone- apart from that everything is good",Worth the money,Jan 2024,Repalle
5,Worth upgrading,Great product,Jan 2024,Kandi
5,Awesome,Classy product,Jan 2024,Sonitpur District
5,Super product DHARMAPAL VERMA,Terrific,Jan 2024,New Delhi
5,krishna jella,Wonderful,Jan 2024,Bhongir
1,"I got a problem that is really annoying for this expensive phone , ear speaker has a cracking sound",Waste of money!,Jan 2024,Goalpara District
3,Good camera,Decent product,Jan 2024,Raigarh District
5,Amazing phone,Mind-blowing purchase,Jan 2024,Navi Mumbai
5,Terrific product,Classy product,Jan 2024,Lucknow Division
5,Awesome phone awesome price.,Mind-blowing purchase,Jan 2024,Agra
5,,Fabulous!,Jan 2024,Kushinagar District
5,Adarsh,Nice product,Jan 2024,Ganj Dundwara
5,Awesome,Terrific,Jan 2024,Indore
5,Superb experience and very good delivery by Flipkart raj kumar,Simply awesome,Jan 2024,New Delhi
5,Beautifuly designed,Wonderful,Jan 2024,Jalalabad
5,Superb Vicky T,Brilliant,Jan 2024,Karimnagar
1,worst product it shutdown by it self seems like made an wrong purchase,Very poor,Jan 2024,Gorakhpur
5,Awesome,Terrific,Jan 2024,Rampurhat
5,Excellent Rizwan KUTLERIWALA,Brilliant,Jan 2024,Navsari
5,Excellent Rizwan KUTLERIWALA,Excellent,Jan 2024,Navsari
4,Soumyadeep,Really Nice,Jan 2024,Kolkata
5,Nice,Super!,Jan 2024,Ratlam
3,,Mohammed Rafiq,Jan 2024,Bengaluru
5,Brilliant,Great product,Jan 2024,Mathura
5,Nice iPhone,Simply awesome,Jan 2024,Jodhpur District
5,Good quality product,Excellent,Jan 2024,Lonavala
5,Very nicely,Fabulous!,Jan 2024,Mumbai
5,Superb...,Just wow!,Jan 2024,Kota
5,Kuldeep,Excellent,Jan 2024,Mumbai
5,Its awesome. Sachin B.V,Best in the market!,Jan 2024,Bengaluru
5,Saurav,Must buy!,Jan 2024,Kaithal District
5,Best phone,Worth every penny,Jan 2024,Gopalganj District
5,Shaik,Brilliant,Jan 2024,Kurnool
2,Heating issue with some apps. System storage was around 40 gb after deleting same photos ported from android. After factory reset it is ok now. Go for better android phones in same range if you are not an apple fan yogesh gupta,Moderate,Jan 2024,Faridabad
5,100 orginal product Good delivery service yuvraj chauhan,Fabulous!,Jan 2024,Shahjahanpur District
5,Super fast 1 day delivery from Flipkart. Absolutely loved the phone n performance. We can use any 20-30watt type c charger for this mobile. kranthi mallik,Brilliant,Jan 2024,Vijayawada
5,Good phone,Brilliant,Jan 2024,Hyderabad
5,Amazing,Excellent,Jan 2024,Hamirpur District
5,Very fast best camra,Best in the market!,Jan 2024,Gaya
5,Very good product. Fully satisfied.,Brilliant,Jan 2024,Ranchi
5,Good mobile,Excellent,Jan 2024,Nagaur
4,pulkit,Really Nice,Jan 2024,Bareilly Division
1,Dont purchase the iphone 15 just unboxed mobiles are getting heat issues and they are not providing proper bug fix issue for it .,Absolute rubbish!,Jan 2024,Hyderabad
5,Rohit,Excellent,Jan 2024,Siwan
5,Wasim,Classy product,Jan 2024,Bilariaganj
1,Mobile is getting Hand. Unresponsive sometimes. Heating while installing apps M R RAHUL NAIK,Useless product,Jan 2024,Hanamkonda
5,Perfect Deeksha azad,Mind-blowing purchase,Jan 2024,Pune
3,"Its just another cellphone at the end of the day. I do, however, miss some of the basic features that made my life easier while I was using Android. Customer, Flipkart .",Just okay,Jan 2024,Kamrup Metropolitan
5,"Everything is amazing about this device this price range, Only one suggestion use some color Apple dont sprinkle color on white",Perfect product!,Jan 2024,Kakori
5,Too much RISHI SINGH,Does the job,Jan 2024,Banka District
5,Superb narendra,Excellent,Jan 2024,Mysuru
5,Best Mobile Phone with,Mind-blowing purchase,Jan 2024,Ahmedabad
5,"Absolutely amazing I purchased the iPhone from Flipkart, and I am beyond impressed with its performance. The sleek design, stunning display, and powerful features make it worth every penny. The delivery was swift, and Flipkarts service was top-notch. Couldnt be happier with my purchase...Thank you to the",Fabulous!,Jan 2024,Duru Verinag
5,Amazing,Great product,Jan 2024,Sikar
5,Waooo fantastic phone nikhil sharma,Super!,Jan 2024,Pathankot
5,Awesome waseem akram,Simply awesome,Jan 2024,Jammu
5,AMAZING NICE QUALITY CAMERA AND PERFORMANCE MOHAMMAD IRSHAD FAIZ,Super!,Jan 2024,Sawai Madhopur
5,Ankan,Awesome,Jan 2024,Bidhan Nagar
5,Nice and original product,Highly recommended,Jan 2024,Namchi
5,Great product to have,Wonderful,Jan 2024,Jyotiba Phule Nagar District
5,OOSM PHONE,Wonderful,Jan 2024,Muzaffarnagar
4,RAMANA KUDIPUDI,Really Nice,Jan 2024,Ramachandrapuram
5,nice product,Just wow!,Jan 2024,Ludhiana
5,Loved it,Excellent,Jan 2024,Lucknow
5,Very nice iPhone camera,Wonderful,Jan 2024,Jaipur Division
5,Very good phone,Simply awesome,Jan 2024,Nagpur
5,,Simply awesome,Jan 2024,Patiala
1,Damaged product,Unsatisfactory,Jan 2024,Bhopal
1,"Many glitch in sound like typing sound suddenly coming from main speaker and also regularly noise by mic like a fan sound, i think this is happening with me only also headphones issue volume up or down not working i have to check 4-5 head phone same issue faced. Better experience with iPhone 14 but iPhone 15",Horrible,Jan 2024,Noida
5,Great phone thankq flipkart for timely delivered,Must buy!,Jan 2024,Mumbai
5,Best item.,Perfect product!,Jan 2024,Palwal
5,Rishabh,Excellent,Jan 2024,Mathura
5,Nice phone,Terrific purchase,Dec 2023,Rewari
4,"Almost after one month of usage iphone 15 is very smooth to use and providing a great experience, best part could have been if the phone would have launched at lesses price like iphone 14",Pretty good,Dec 2023,Hisar
5,Super excellent JIBANANANDA JENA,Perfect product!,Dec 2023,Kendujhar
5,Fantastic product i love it,Highly recommended,Dec 2023,Bengaluru
4,,Delightful,Dec 2023,Bengaluru
5,I Love iPhone,Just wow!,Dec 2023,
5,Thank You Flipkart Jit banik,Excellent,Dec 2023,Agartala
1,So much heating issue so much means so much,Hated it!,Dec 2023,New Delhi
5,Awesome phone.,Terrific purchase,Dec 2023,Hyderabad
5,Best phone in this value,Worth every penny,Dec 2023,Faizabad
5,Saurabh,Classy product,Dec 2023,Tezpur
5,Very good,Highly recommended,Dec 2023,Jabalpur
5,Awesome phone. On time delivery by Flipkart. Thank you,Wonderful,Dec 2023,Nagaon District
5,Awesome,Terrific purchase,Dec 2023,Bangalore
5,Good but if someone upgrades from iphone 12 or with next models it does not have much noticeable difference,Great product,Nov 2023,Anantapur
4,Nice podcast,Very Good,Nov 2023,Surat District
5,Awesome,Great product,Nov 2023,Bangalore
5,Excellent product ENESH MEKALA,Super!,Nov 2023,Hyderabad
5,ADUNURI NAVEEN KUMAR,Awesome,Nov 2023,Hyderabad
5,"Iphone tremendous perfonce, lovely design..... The Best phone",Worth every penny,Nov 2023,Ferozepur Jhirka
1,Battery very poor,Dont waste your money,Nov 2023,Hyderabad
4,Praveen,Good choice,Nov 2023,Ysr District
4,Utsav,Wonderful,Nov 2023,New Delhi
1,selfy camera is not good,Dont waste your money,Nov 2023,Patna
5,Good mobile,Brilliant,Nov 2023,Lucknow
5,Awesome,Brilliant,Nov 2023,Howrah
5,The best phone by apple. Very lite weight and handy. Excellent performance and amazing camera. The best apple phone so far,Mind-blowing purchase,Nov 2023,Bengaluru
5,Nice product,Simply awesome,Nov 2023,Kalamassery
4,Deshapandya,Very Good,Nov 2023,Wanaparthy
5,Superb,Worth every penny,Nov 2023,Chandigarh
5,Best product by Apple....,Just wow!,Nov 2023,Shimla
5,Awesome look and feel,Worth every penny,Oct 2023,Ropar Division
5,Very handy,Terrific purchase,Oct 2023,Chamarajanagar
5,Very good Karthick G,Classy product,Oct 2023,Theni Allinagaram
5,Excellent phone,Must buy!,Oct 2023,Durgapur
5,Just amazing kailash jangir,Wonderful,Oct 2023,Sardarshahar
5,Very lovely product,Terrific,Oct 2023,Kangra
4,"All over i find it good except the heating issues, of course its type C but when you charge it with other cable it will heat like hell, and if you take it out in noon time and take photos ,it will heat else there were no performance or body shading issues ,the in hand feeling is awesome yajush",Good choice,Oct 2023,Surat
1,Heating issue,Not recommended at all,Oct 2023,Sitapur
5,Yeah flipkart original product provide.. Good phone camera superb,Highly recommended,Oct 2023,Guwahati
5,Simply,Classy product,Oct 2023,New Delhi
4,,Wonderful,Oct 2023,Faizabad
5,Sourabh,Mind-blowing purchase,Oct 2023,Gurugram
5,Design could have been new.. NAVAF P,Just wow!,Oct 2023,Chirakkal
5,Very smooth and nice Phone and thanks to flipkart,Brilliant,Oct 2023,Rangareddy District
5,"Overall, Im very happy with the phone. Its a great all-around phone with a powerful processor, a long-lasting battery, and a great camera. I would definitely recommend it to anyone looking for a new phone. Ankit sain",Fabulous!,Oct 2023,Baghpat
